ID,model,target_language_name,topic,iteration,timestamp,target_language_sentence,batch_id,custom_id,model_suffix,Clarity / Readability,Naturalness / Colloquial / Context appropriateness,Formal Correctness,Critical Error,Comments (Optional),clarity_score,naturalness_score,correctness_score,has_critical_error,Sentence (in Target Language )
UD-0433,bedrock-claude-3-5-sonnet,Fulani,Affordable and Clean Energy,9,2025-11-27T12:30:24.344717,Naange ɗum semmbe mo heewi e mo nyaawi.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Affordable_and_Clean_Energy-8,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0,
EX-1819,bedrock-claude-3-5-sonnet,Fulani,Affordable and Clean Energy,23,2025-11-27T12:30:24.336945,Naawndorde e peƴƴeele maa foti woodude e kala suudu.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Affordable_and_Clean_Energy-22,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0,
NB-0133,bedrock-claude-3-5-sonnet,Fulani,Affordable and Clean Energy,27,2025-11-27T12:30:24.347734,Naawɗe kaptanɗe naaŋge ina mbaawi rokkaade men nguldam belɗam e njawdi pamari.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Affordable_and_Clean_Energy-26,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0,
QT-0838,bedrock-claude-3-5-sonnet,Fulani,Affordable and Clean Energy,45,2025-11-27T12:30:24.337463,En foti heɓa naange ngam foofirgo fannuuji amin e coggu pamɗum.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Affordable_and_Clean_Energy-44,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0,
NH-7940,bedrock-claude-3-5-sonnet,Fulani,Affordable and Clean Energy,49,2025-11-27T12:30:24.348362,Naange no hokkata men nguura mbaawka nyaama e nder wuro meeɗen.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Affordable_and_Clean_Energy-48,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0,
YZ-2654,bedrock-claude-3-5-sonnet,Fulani,Child health,1,2025-11-27T12:30:24.338151,Biddo am ina yamɗi hannde.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Child_health-0,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0,
EG-5116,bedrock-claude-3-5-sonnet,Fulani,Child health,22,2025-11-27T12:30:24.342090,Ɓinngel am ngel yamɗi sanne hannde.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Child_health-21,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0,
DL-5940,bedrock-claude-3-5-sonnet,Fulani,Child health,42,2025-11-27T12:30:24.337388,Biddo am yo yamɗi sanne.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Child_health-41,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0,
XO-8161,bedrock-claude-3-5-sonnet,Fulani,Child health,43,2025-11-27T12:30:24.347627,Biddo am no nyawi hannde.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Child_health-42,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0,
RJ-9593,bedrock-claude-3-5-sonnet,Fulani,Child health,47,2025-11-27T12:30:24.339179,Ɓiɗɗo am no yamɗi sanne hannden.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Fulani-Child_health-46,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,7,7,7,0,
